Anime,Recommendation,Agree Votes
12145,5522,0
12145,2986,0
12145,14118,0
12146,13817,0
12146,6160,0
12146,6152,0
12146,11202,0
12146,6153,0
12146,6162,0
12146,6165,0
12146,6163,0
12146,16615,0
12146,16807,0
12148,13817,0
12148,6160,0
12148,6152,0
12148,11202,0
12148,6153,0
12148,6162,0
12148,6165,0
12148,6163,0
12148,4130,0
12148,5521,0
12149,4130,0
12149,11808,0
12149,13817,0
12149,11065,0
12149,16805,0
12149,16806,0
12149,5508,0
12149,11202,0
12149,6153,0
12149,6162,0
1215,2301,0
1215,2250,0
1215,7345,0
1215,1247,0
1215,5401,0
1215,7620,0
1215,3210,0
1215,2222,0
1215,7423,0
1215,3906,0
12150,6155,0
12150,14116,0
12150,12172,0
12150,12180,0
12150,14117,0
12150,5508,0
12150,5450,0
12150,5522,0
12150,2986,0
12150,14118,0
12151,6155,0
12151,14116,0
12151,12172,0
12151,12180,0
12151,14117,0
12151,5508,0
12151,5450,0
12151,5522,0
12151,2986,0
12151,14118,0
12153,16077,0
12153,11512,0
12153,11499,0
12153,11500,0
12153,11513,0
12153,5088,0
12153,11132,0
12153,10895,0
12153,17074,0
12153,16064,0
12154,2429,0
12154,1157,0
12154,3387,0
12154,10924,0
12154,11575,0
12154,14932,0
12154,11966,0
12154,15274,0
12154,11635,0
12154,12127,0
12155,11199,0
12155,7137,0
12155,501,0
12155,14527,0
12155,12143,0
12155,14254,0
12155,17061,0
12155,11227,0
12155,11397,0
12155,5539,0
12156,12116,0
12156,12128,0
12156,12130,0
12156,13026,0
12156,13697,0
12156,10977,0
12156,16334,0
12156,16618,0
12156,10321,0
12156,11509,0
12157,11509,0
12157,11527,0
12157,12109,0
12157,12115,0
12157,12329,0
12157,12331,0
12157,12958,0
12157,13008,0
12157,13010,0
12157,13061,0
12158,13402,0
12158,11520,0
12158,11857,0
12158,11509,0
12158,11527,0
12158,12109,0
12158,12115,0
12158,12157,0
12158,12329,0
12158,12331,0
12159,5312,0
12159,5251,0
12159,16622,0
12159,6158,0
12159,5295,0
12159,6823,0
12159,15260,0
12159,6159,0
12159,5294,0
12159,3793,0
1216,2328,1
1216,3476,1
1216,1918,1
1216,6186,0
1216,5984,0
1216,1053,0
1216,10078,0
1216,6202,0
1216,640,0
1216,5503,0
12160,12433,0
12160,13772,0
12160,12164,0
12160,12450,0
12160,11509,0
12160,11527,0
12160,12109,0
12160,12115,0
12160,12157,0
12160,12329,0
12161,10667,0
12161,4980,0
12161,13089,0
12161,13141,0
12161,14254,0
12161,11479,0
12161,7061,0
12161,12265,0
12161,11493,0
12161,13148,0
12162,1636,0
12162,236,0
12162,12153,0
12162,4630,0
12162,16135,0
12162,3771,0
12162,7885,0
12162,4963,0
12162,16077,0
12162,16082,0
12163,4309,0
12163,10006,0
12163,12676,0
12163,10881,0
12163,12091,0
12163,2017,0
12163,12219,0
12163,12218,0
12163,14807,0
12163,14892,0
12164,12450,0
12164,12160,0
12164,11509,0
12164,11527,0
12164,12109,0
12164,12115,0
12164,12157,0
12164,12329,0
12164,12331,0
12164,12958,0
12165,10907,0
12165,7937,0
12165,14874,0
12165,11512,0
12165,11499,0
12165,11500,0
12165,11513,0
12165,5088,0
12165,11132,0
12165,10895,0
12166,8913,0
12166,12230,0
12166,12054,0
12166,2902,0
12166,11614,0
12166,7844,0
12166,13035,0
12166,6588,0
12166,11672,0
12166,6587,0
12167,13401,0
12167,11761,0
12167,10953,0
12167,11767,0
12167,10375,0
12167,4198,0
12167,13785,0
12167,10399,0
12167,12710,0
12167,14820,0
12168,14870,0
12168,10349,0
12168,11763,0
12168,11910,0
12168,1722,0
12168,3564,0
12168,236,0
12168,14254,0
12168,17061,0
12168,6399,0
12169,13490,0
12169,13383,0
12169,12681,0
12169,12001,0
12169,14053,0
12169,12184,0
12169,11270,0
12169,15999,0
12169,16494,0
12169,13933,0
1217,100,3
1217,92,2
1217,1057,1
1217,1604,1
1217,1154,1
1217,39,1
1217,1097,0
1217,29,0
1217,1156,0
1217,699,0
12170,15880,0
12170,11861,0
12170,11136,0
12170,13815,0
12170,12465,0
12170,16055,0
12170,16054,0
12170,9197,0
12170,15997,0
12170,12914,0
12171,12415,0
12171,13413,0
12171,7032,0
12171,15702,0
12171,16867,0
12171,8835,0
12171,5391,0
12171,13624,0
12171,8890,0
12171,12588,0
12172,12151,0
12172,12150,0
12172,6155,0
12172,14116,0
12172,12180,0
12172,14117,0
12172,12145,0
12172,5508,0
12172,5526,0
12172,5450,0
12173,7879,0
12173,8623,0
12173,13688,0
12173,5543,0
12173,12579,0
12173,5570,0
12173,1368,0
12173,1905,0
12173,1254,0
12173,7382,0
12176,3977,9
12176,5095,4
12176,4472,4
12176,9042,4
12176,13027,4
12176,6124,3
12176,5377,1
12176,638,1
12176,6441,1
12176,9458,1
12176,8504,1
12176,14552,1
12176,4471,1
12176,15931,1
12176,3977,9
12176,5095,4
12176,4472,4
12176,9042,4
12176,13027,4
12176,6124,3
12176,5377,1
12176,638,1
12176,6441,1
12176,9458,1
12177,13150,0
12177,14145,0
12177,14715,0
12177,14881,0
12177,15140,0
12177,15603,0
12177,15606,0
12177,15746,0
12177,15838,0
12177,15846,0
12178,13150,0
12178,14145,0
12178,14715,0
12178,14881,0
12178,15140,0
12178,15603,0
12178,15606,0
12178,15746,0
12178,15838,0
12178,15846,0
12179,7241,17
12179,7785,3
12179,8950,3
12179,7093,2
12179,9766,2
12179,5750,2
12179,5185,2
12179,9377,1
12179,9184,1
12179,1122,1
12179,6750,1
12179,9668,1
12179,7241,17
12179,7785,3
12179,8950,3
12179,7093,2
12179,9766,2
12179,5750,2
12179,5185,2
12179,9377,1
12179,9184,1
12179,1122,1
1218,141,6
1218,1150,4
1218,55,4
1218,780,4
1218,22,3
1218,1125,2
1218,43,2
1218,74,2
1218,7585,2
1218,1131,1
1218,693,1
1218,1054,1
1218,59,1
1218,2471,1
1218,76,1
1218,1917,1
1218,1134,1
1218,173,1
1218,141,6
1218,1150,4
1218,55,4
1218,780,4
1218,22,3
1218,1125,2
1218,43,2
1218,74,2
1218,7585,2
1218,1131,1
12180,12151,0
12180,12150,0
12180,6155,0
12180,14116,0
12180,12172,0
12180,14117,0
12180,12145,0
12180,5508,0
12180,5526,0
12180,5450,0
12182,14803,0
12182,13899,0
12182,15451,0
12182,11140,0
12182,12219,0
12182,12218,0
12182,14807,0
12182,14892,0
12182,14890,0
12182,10946,0
12183,9169,0
12183,9085,0
12183,11137,0
12183,11059,0
12183,13930,0
12183,10579,0
12183,11954,0
12183,15570,0
12183,13618,0
12183,10608,0
12184,12681,0
12184,12001,0
12184,15049,0
12184,13490,0
12184,14053,0
12184,13383,0
12184,12169,0
12184,11270,0
12184,13747,0
12184,3762,0
12185,12219,0
12185,12218,0
12185,14807,0
12185,14892,0
12185,14890,0
12185,10841,0
12185,10845,0
12185,12163,0
12185,10843,0
12185,10159,0
12186,12973,0
12186,12023,0
12186,12961,0
12186,15436,0
12186,15435,0
12186,12940,0
12186,13242,0
12186,11907,0
12186,11239,0
12186,11685,0
12187,15049,0
12187,2750,0
12187,8702,0
12187,1738,0
12187,13165,0
12187,12184,0
12187,76,0
12187,12090,0
12187,1649,0
12187,14053,0
12188,14802,0
12188,10773,0
12188,2203,0
12188,8136,0
12188,11352,0
12188,11355,0
12188,11353,0
12188,12844,0
12188,14438,0
12188,13562,0
12189,12140,0
12189,8509,0
12189,685,0
12189,13824,0
12189,10179,0
12189,663,0
12189,2899,0
12189,7707,0
12189,5989,0
12189,11189,0
1219,1496,1
1219,1078,1
1219,888,1
1219,1205,1
1219,2250,0
1219,5401,0
1219,3210,0
1219,7345,0
1219,1247,0
1219,7620,0
12190,15233,0
12190,11186,0
12190,2603,0
12190,3731,0
12190,9368,0
12190,4076,0
12190,9234,0
12190,444,0
12190,11256,0
12190,5609,0
12193,12140,0
12193,8509,0
12193,12189,0
12193,12060,0
12193,685,0
12193,13824,0
12193,10179,0
12193,663,0
12193,2899,0
12193,7706,0
12194,9485,0
12194,10833,0
12194,11737,0
12194,12406,0
12194,12753,0
12194,13192,0
12194,14385,0
12194,10039,0
12194,15284,0
12194,14534,0
12196,12534,0
12196,10572,0
12196,15720,0
12196,9487,0
12196,10916,0
12196,15193,0
12196,13258,0
12196,15097,0
12196,11305,0
12196,11700,0
12198,12667,1
12198,5828,1
12198,179,0
12198,6810,0
12198,2560,0
12198,7399,0
12198,5594,0
12198,6445,0
12198,4055,0
12198,1641,0
12199,9052,1
12199,646,1
12199,3096,0
12199,2373,0
12199,3731,0
12199,8323,0
12199,5609,0
12199,15579,0
12199,6783,0
12199,5137,0
122,169,2
122,590,2
122,64,1
122,87,1
122,139,1
122,1056,1
122,973,1
122,1993,1
122,1438,1
122,2127,1
122,1870,1
122,5421,1
122,4471,1
122,169,2
122,590,2
122,64,1
122,87,1
122,139,1
122,1056,1
122,973,1
122,1993,1
122,1438,1
122,2127,1
1220,1003,4
1220,443,4
1220,1556,3
1220,92,2
1220,842,2
1220,6148,2
1220,269,1
1220,236,1
1220,1488,1
1220,964,1
1220,748,1
1220,1258,1
1220,1151,1
1220,3432,1
1220,1512,1
1220,1515,1
1220,2963,1
1220,8501,1
1220,1003,4
1220,443,4
1220,1556,3
1220,92,2
1220,842,2
1220,6148,2
1220,269,1
1220,236,1
1220,1488,1
1220,964,1
12200,119,3
12200,13794,2
12200,8860,0
12200,13787,0
12200,3463,0
12200,15499,0
12200,8185,0
12200,13605,0
12200,1877,0
12200,5424,0
12201,6471,4
12201,9859,1
12201,2362,1
12201,6124,1
12201,9043,1
12201,13078,1
12201,571,1
12201,1677,0
12201,5200,0
12201,1615,0
12204,12213,0
12204,2872,0
12204,3881,0
12204,3278,0
12204,3390,0
12204,15168,0
12204,8293,0
12204,3939,0
12204,3971,0
12204,4721,0
12205,15942,0
12205,14404,0
12205,14405,0
12205,10959,0
12205,8150,0
12205,15005,0
12205,16346,0
12205,11583,0
12205,15373,0
12205,16482,0
12206,15272,0
12206,9646,0
12206,10408,0
12206,15263,0
12206,15414,0
12206,8382,0
12206,5396,0
12206,8378,0
12206,11007,0
12206,9843,0
12207,12592,0
12207,630,0
12207,13106,0
12207,8543,0
12207,8542,0
12207,8541,0
12207,15832,0
12207,15831,0
12207,3815,0
12207,14119,0
12208,11269,0
12208,8821,0
12208,8818,0
12208,8819,0
12208,8820,0
12208,4777,0
12208,1319,0
12208,6521,0
12208,16632,0
12208,4793,0
12209,8507,2
12209,8422,1
12209,8026,1
12209,6698,0
12209,17023,0
12209,10426,0
12209,11461,0
12209,8332,0
12209,7305,0
12209,14323,0
1221,466,1
1221,15650,0
1221,718,0
1221,657,0
1221,3149,0
1221,2630,0
1221,3049,0
1221,3531,0
1221,441,0
1221,1401,0
12210,3693,16
12210,1917,11
12210,7585,10
12210,8968,3
12210,2360,2
12210,10326,2
12210,6661,2
12210,2703,1
12210,780,1
12210,1144,1
12211,15930,0
12211,15970,0
12211,12755,0
12211,10795,0
12211,14301,0
12211,12756,0
12211,13710,0
12211,12754,0
12212,14192,0
12212,13967,0
12212,11815,0
12212,11817,0
12212,11790,0
12212,11812,0
12212,6276,0
12212,14501,0
12212,13906,0
12212,11954,0
12213,12204,0
12213,4213,0
12213,4425,0
12213,13031,0
12213,109,0
12213,6648,0
12213,13736,0
12213,10162,0
12213,13056,0
12213,11244,0
12214,16279,0
12214,9950,0
12214,10120,0
12214,2493,0
12214,9623,0
12215,13223,0
12215,8915,0
12215,2805,0
12215,3844,0
12215,2647,0
12215,2874,0
12215,2818,0
12215,11365,0
12215,11935,0
12215,7277,0
12216,5599,0
12216,7016,0
12216,5853,0
12216,4908,0
12216,3849,0
12216,3093,0
12216,7699,0
12216,4700,0
12216,5121,0
12216,14174,0
12217,13150,0
12217,14145,0
12217,14715,0
12217,14881,0
12217,15140,0
12217,15603,0
12217,15606,0
12217,15746,0
12217,15838,0
12217,15846,0
12218,14807,0
12218,14892,0
12218,14890,0
12218,10841,0
12218,10845,0
12218,12185,0
12218,12163,0
12218,10843,0
12218,10159,0
12218,14803,0
12219,14807,0
12219,14892,0
12219,14890,0
12219,10841,0
12219,10845,0
12219,12185,0
12219,12163,0
12219,10843,0
12219,10159,0
12219,14803,0
1222,580,1
1222,130,1
1222,1888,1
1222,3751,1
1222,6820,0
1222,16043,0
1222,3768,0
1222,5138,0
1222,3069,0
1222,5983,0
12220,14173,0
12220,13891,0
12220,10175,0
12220,14887,0
12220,7404,0
12220,15945,0
12220,8479,0
12220,15776,0
12220,12341,0
12220,9957,0
12221,5146,6
12221,1017,6
12221,2063,5
12221,15781,5
12221,9320,3
12221,5246,1
12221,4647,1
12221,7018,1
12221,3751,1
12221,13033,1
12221,1871,1
12221,2141,1
12221,2999,1
12221,10119,1
12221,11315,1
12221,1701,1
12221,5146,6
12221,1017,6
12221,2063,5
12221,15781,5
12221,9320,3
12221,5246,1
12221,4647,1
12221,7018,1
12221,3751,1
12221,13033,1
12222,10602,0
12222,17065,0
12222,13083,0
12222,14637,0
12222,15331,0
12222,15763,0
12222,9696,0
12222,13796,0
12222,16070,0
12222,9477,0
12225,10384,0
12225,10773,0
12225,14150,0
12225,14151,0
12225,14152,0
12225,15665,0
12225,15698,0
12225,15701,0
12225,15676,0
12225,15750,0
12227,14460,0
12227,15583,0
12227,14461,0
12227,14115,0
12227,12407,0
12227,11339,0
12227,10283,0
12227,15008,0
12227,14137,0
12227,8177,0
12228,10513,0
12228,10437,0
12228,10626,0
12228,5827,0
12228,5826,0
12228,10496,0
12228,5234,0
12228,8220,0
12228,940,0
12228,12633,0
12229,17053,0
12229,17054,0
12229,16211,0
12229,2233,0
12229,16906,0
12229,8019,0
12229,9969,0
12229,16942,0
12229,14866,0
12229,14867,0
1223,105,1
1223,1156,1
1223,3334,0
1223,7816,0
1223,7599,0
1223,5929,0
1223,2571,0
1223,6189,0
1223,6170,0
1223,1904,0
12230,8913,0
12230,12166,0
12230,12054,0
12230,2902,0
12230,11614,0
12230,7844,0
12230,13035,0
12230,6588,0
12230,11672,0
12230,6587,0
12231,11675,0
12231,11286,0
12231,16627,0
12231,5397,0
12231,4537,0
12231,15753,0
12231,15929,0
12231,3022,0
12231,11210,0
12231,8049,0
12232,14251,0
12232,9815,0
12232,9538,0
12232,8919,0
12232,2705,0
12232,9770,0
12232,4918,0
12232,5110,0
12232,10057,0
12232,11077,0
12233,13033,10
12233,9802,7
12233,12404,5
12233,6774,5
12233,9654,5
12233,5095,2
12233,5000,2
12233,14110,2
12233,7139,1
12233,5421,1
12233,1048,1
12233,12889,1
12233,8317,1
12233,13122,1
12233,736,1
12233,13033,10
12233,9802,7
12233,12404,5
12233,6774,5
12233,9654,5
12233,5095,2
12233,5000,2
12233,14110,2
12233,7139,1
12233,5421,1
12234,10708,0
12234,12686,0
12234,16525,0
12234,11512,0
12234,11499,0
12234,11500,0
12234,11513,0
12234,5088,0
12234,11132,0
12234,10895,0
12236,8411,0
12236,8426,0
12236,10244,0
12236,5474,0
12236,11886,0
12236,8365,0
12236,13756,0
12236,9043,0
12236,8660,0
12236,4897,0
12238,8985,0
12238,13867,0
12238,16268,0
12238,11396,0
12238,14030,0
12238,15076,0
12238,9865,0
12238,9616,0
12238,9674,0
12238,16743,0
1224,1040,3
1224,1340,1
1224,1122,1
1224,28,1
1224,440,1
1224,55,1
1224,2684,1
1224,6786,0
1224,1358,0
1224,7433,0
12240,14173,0
12240,13891,0
12240,10175,0
12240,14887,0
12240,7404,0
12240,15945,0
12240,8479,0
12240,14790,0
12240,12341,0
12240,9957,0
12241,14173,0
12241,13891,0
12241,10175,0
12241,14887,0
12241,7404,0
12241,15945,0
12241,8479,0
12241,14790,0
12241,15776,0
12241,12341,0
12242,14790,0
12242,14887,0
12242,11509,0
12242,11527,0
12242,12109,0
12242,12115,0
12242,12157,0
12242,12329,0
12242,12331,0
12242,12958,0
12244,10152,0
12244,14730,0
12244,7129,0
12244,9550,0
12244,8546,0
12244,11509,0
12244,11527,0
12244,12109,0
12244,12115,0
12244,12157,0
12245,13028,0
12245,9954,0
12245,8580,0
12245,7749,0
12245,16646,0
12245,17044,0
12245,1756,0
12245,14,0
12245,2615,0
12245,9355,0
12246,10471,0
12246,2664,0
12246,9348,0
12246,9247,0
12246,3741,0
12246,3548,0
12246,12726,0
12246,15293,0
12246,12727,0
12246,4524,0
12247,5810,0
12247,6965,0
12247,6179,0
12247,5808,0
12247,5809,0
12247,5807,0
12247,5811,0
12247,5802,0
12247,12348,0
12247,4546,0
12248,10989,0
12248,13049,0
12248,9913,0
12248,16838,0
12248,16877,0
12248,12911,0
12248,12912,0
12248,15604,0
12248,16915,0
12248,16914,0
12249,16299,0
12249,11578,0
12249,7146,0
12249,12260,0
12249,5434,0
12249,4628,0
12249,9903,0
12249,9733,0
12249,2244,0
12249,2245,0
1225,862,1
1225,6030,0
1225,4621,0
1225,5335,0
1225,1216,0
1225,5645,0
1225,2698,0
1225,6020,0
1225,4864,0
1225,16348,0
12250,6008,0
12250,7814,0
12250,12284,0
12250,14015,0
12250,174,0
12250,9281,0
12250,11678,0
12250,11680,0
12250,12955,0
12250,13273,0
12251,4805,0
12251,15877,0
12251,7560,0
12251,7561,0
12251,5273,0
12251,10308,0
12251,2967,0
12251,4263,0
12251,15919,0
12251,7680,0
12252,8682,0
12252,9321,0
12252,10721,0
12252,12256,0
12252,10897,0
12252,10907,0
12252,15882,0
12252,6537,0
12252,15479,0
12252,10776,0
12253,12258,0
12253,13298,0
12253,2432,0
12253,4558,0
12253,11260,0
12253,535,0
12253,10876,0
12253,9917,0
12253,8747,0
12253,3938,0
12257,14458,0
12257,14457,0
12257,8922,0
12257,5923,0
12257,16499,0
12257,8888,0
12257,5096,0
12257,13606,0
12257,11627,0
12257,12804,0
12258,12253,0
12258,13298,0
12258,2432,0
12258,4558,0
12258,11260,0
12258,535,0
12258,10876,0
12258,9917,0
12258,8747,0
12258,14011,0
12259,2838,0
12259,11511,0
12259,1546,0
12259,4486,0
12259,409,0
12259,11194,0
12259,9828,0
12259,5789,0
12259,14233,0
12259,8432,0
1226,1095,19
1226,44,18
1226,158,17
1226,83,12
1226,119,11
1226,98,10
1226,1048,7
1226,100,7
1226,331,6
1226,2119,6
1226,729,4
1226,1129,4
1226,977,4
1226,557,4
1226,4901,4
1226,128,3
1226,73,3
1226,572,3
1226,420,3
1226,400,3
1226,431,3
1226,693,3
1226,644,3
1226,3701,3
1226,7615,3
1226,419,2
1226,12,2
1226,1784,2
1226,6,2
1226,1910,2
1226,2359,2
1226,664,2
1226,3419,2
1226,3753,2
1226,6801,2
1226,601,1
1226,439,1
1226,638,1
1226,1546,1
1226,30,1
1226,1713,1
1226,1567,1
1226,67,1
1226,1074,1
1226,1296,1
1226,933,1
1226,1051,1
1226,2021,1
1226,2334,1
1226,2165,1
1226,1005,1
1226,1392,1
1226,429,1
1226,27,1
1226,716,1
1226,1020,1
1226,2230,1
1226,2282,1
1226,3491,1
1226,819,1
1226,2717,1
1226,4417,1
1226,4209,1
1226,254,1
1226,2592,1
1226,973,1
1226,1774,1
1226,1046,1
1226,4862,1
1226,8599,1
1226,1005,1
1226,1392,1
1226,429,1
1226,27,1
1226,716,1
1226,1020,1
1226,2230,1
1226,2282,1
1226,3491,1
1226,819,1
12260,2984,0
12260,4752,0
12260,13281,0
12260,6708,0
12260,207,0
12260,6974,0
12260,11578,0
12260,7146,0
12260,12249,0
12260,11530,0
12261,2324,0
12261,10417,0
12261,6980,0
12261,7795,0
12261,8997,0
12261,276,0
12261,12253,0
12261,12249,0
12261,6218,0
12261,7880,0
12262,938,0
12262,3061,0
12262,6624,0
12262,1924,0
12262,147,0
12262,1906,0
12262,2150,0
12262,13849,0
12262,12508,0
12262,8119,0
12263,15914,0
12263,11317,0
12263,15178,0
12263,16939,0
12263,12652,0
12263,7865,0
12263,15960,0
12263,13492,0
12263,11631,0
12263,11335,0
12264,13420,0
12264,4630,0
12264,13376,0
12264,4220,0
12264,16139,0
12264,13868,0
12264,15217,0
12264,10830,0
12264,14064,0
12264,11263,0
12265,11478,0
12265,11476,0
12265,10566,0
12265,971,0
12265,9648,0
12265,12161,0
12265,10667,0
12265,4980,0
12265,11393,0
12265,12745,0
12266,4175,0
12266,4308,0
12266,4184,0
12266,9382,0
12266,9280,0
12266,4263,0
12266,16344,0
12266,5666,0
12266,8202,0
12266,10982,0
12267,11509,0
12267,11527,0
12267,12109,0
12267,12115,0
12267,12157,0
12267,12329,0
12267,12331,0
12267,12958,0
12267,13008,0
12267,13010,0
12268,11829,0
12268,11852,0
12268,11851,0
12268,11850,0
12268,11849,0
12268,10812,0
12268,8905,0
12268,12601,0
12268,15346,0
12268,3844,0
12269,12023,0
12269,12961,0
12269,13283,0
12269,12940,0
12269,13242,0
12269,12308,0
12269,13282,0
12269,12046,0
12269,10745,0
12269,14058,0
1227,1422,3
1227,101,1
1227,459,1
1227,1424,1
1227,2071,1
1227,5373,1
1227,6573,1
1227,7146,0
1227,2056,0
1227,13261,0
12270,11992,0
12270,11331,0
12270,13230,0
12270,11623,0
12270,9903,0
12270,11942,0
12270,12023,0
12270,12961,0
12270,9733,0
12270,13232,0
12271,11509,0
12271,11527,0
12271,12109,0
12271,12115,0
12271,12157,0
12271,12329,0
12271,12331,0
12271,12958,0
12271,13008,0
12271,13010,0
12272,8367,0
12272,11649,0
12272,12646,0
12272,7274,0
12272,2446,0
12272,11461,0
12272,11713,0
12272,6207,0
12272,5454,0
12272,16536,0
12274,13893,0
12274,15574,0
12274,7637,0
12274,7454,0
12274,6776,0
12274,5445,0
12274,6729,0
12274,4354,0
12274,14934,0
12274,14888,0
12275,15576,0
12275,13111,0
12275,14037,0
12275,16036,0
12275,8462,0
12275,8059,0
12275,4235,0
12275,9658,0
12275,8574,0
12275,14827,0
12277,6756,0
12277,9158,0
12277,11839,0
12277,11833,0
12277,16568,0
12277,7264,0
12277,8895,0
12277,2099,0
12277,7845,0
12277,7265,0
12278,9158,0
12278,11839,0
12278,11833,0
12278,8562,0
12278,2099,0
12278,7845,0
12278,7265,0
12278,8595,0
12278,11769,0
12278,10912,0
12279,12278,0
12279,14009,0
12279,6552,0
12279,13481,0
12279,16597,0
12279,11771,0
12279,14013,0
12279,10699,0
12279,15644,0
12279,11769,0
1228,590,1
1228,1524,1
1228,2703,1
1228,16049,0
1228,12837,0
1228,9203,0
1228,17075,0
1228,17076,0
1228,9172,0
1228,12550,0
12281,5745,4
12281,9832,1
12281,64,1
12281,125,0
12281,72,0
12281,3544,0
12281,4739,0
12281,6142,0
12281,3126,0
12281,559,0
12283,14780,0
12283,335,0
12283,12284,0
12283,8075,0
12283,7808,0
12283,13905,0
12283,3961,0
12283,3962,0
12283,4560,0
12283,15895,0
12284,8677,0
12284,12301,0
12284,6088,0
12284,6937,0
12284,15455,0
12284,4719,0
12284,9479,0
12284,12283,0
12284,9300,0
12284,8170,0
12285,11976,0
12285,14613,0
12285,15469,0
12285,11821,0
12285,12996,0
12285,15569,0
12285,14308,0
12285,14312,0
12285,14309,0
12285,14306,0
1229,1534,5
1229,540,3
1229,102,3
1229,8,2
1229,1286,2
1229,773,2
1229,1237,1
1229,163,1
1229,1056,1
1229,1105,1
1229,782,1
1229,1074,1
1229,465,1
1229,1024,1
1229,4223,1
1229,8969,1
1229,1534,5
1229,540,3
1229,102,3
1229,8,2
1229,1286,2
1229,773,2
1229,1237,1
1229,163,1
1229,1056,1
1229,1105,1
12293,13927,0
12293,12095,0
12293,16055,0
12293,16054,0
12293,9498,0
12293,7132,0
12293,9074,0
12293,10163,0
12293,6246,0
12293,6411,0
12294,9250,0
12294,12053,0
12294,1518,0
12294,411,0
12294,11698,0
12294,6124,0
12294,11708,0
12294,3136,0
12294,5567,0
12294,2776,0
12295,13876,0
12295,6871,0
12295,12645,0
12295,8604,0
12295,5819,0
12295,14261,0
12295,13640,0
12295,13642,0
12295,13641,0
12295,13639,0
12298,8666,0
12298,4494,0
12298,7426,0
12298,9540,0
12298,6426,0
12298,6670,0
12298,11195,0
12298,14782,0
12298,8189,0
12298,12888,0
12299,9504,0
12299,11087,0
12299,12098,0
12299,16096,0
12299,5611,0
12299,10017,0
12299,10925,0
12299,10692,0
12299,12392,0
12299,16490,0
123,641,1
123,2315,1
123,9342,0
123,15845,0
123,10310,0
123,8032,0
123,6942,0
123,9049,0
123,2335,0
123,3695,0
1230,2918,0
1230,2917,0
1230,2922,0
1230,2919,0
1230,1855,0
1230,3108,0
1230,1849,0
1230,4275,0
1230,4523,0
1230,1349,0
12300,99,1
12300,14422,0
12300,8160,0
12300,8207,0
12300,7225,0
12300,4666,0
12300,11460,0
12300,6933,0
12300,10612,0
12300,2310,0
12301,12284,0
12301,8677,0
12301,6088,0
12301,6937,0
12301,15455,0
12301,4719,0
12301,9479,0
12301,9300,0
12301,15616,0
12301,8170,0
12302,12303,0
12302,16040,0
12302,12943,0
12302,12971,0
12302,11949,0
12302,4392,0
12302,10473,0
12302,12749,0
12302,13478,0
12302,12944,0
12303,12302,0
12303,16040,0
12303,12943,0
12303,12971,0
12303,11949,0
12303,4392,0
12303,10473,0
12303,12749,0
12303,13478,0
12303,12944,0
12304,1610,0
12304,11139,0
12304,10714,0
12304,16687,0
12304,1244,0
12304,3010,0
12304,6601,0
12304,407,0
12304,1544,0
12304,5661,0
12305,13075,0
12305,13302,0
12305,4399,0
12305,4951,0
12305,13305,0
12305,5311,0
12305,10677,0
12305,13307,0
12305,13303,0
12305,5188,0
12306,15697,0
12306,13261,0
12306,9761,0
12306,6104,0
12306,7014,0
12306,9903,0
12306,9733,0
12306,7565,0
12306,9852,0
12306,3265,0
12307,10370,0
12307,13139,0
12307,13236,0
12307,12957,0
12307,8442,0
12307,11477,0
12307,10421,0
12307,8420,0
12307,10687,0
12307,16736,0
12308,13282,0
12308,11992,0
12308,7146,0
12308,11331,0
12308,13230,0
12308,12270,0
12308,11623,0
12308,9903,0
12308,11942,0
12308,12023,0
12309,13714,0
12309,11617,0
12309,12133,0
12309,8439,0
12309,11949,0
12309,11613,0
12309,11890,0
12309,4779,0
12309,4619,0
12309,12028,0
1231,1040,1
1231,7922,0
1231,6357,0
1231,8334,0
1231,2134,0
1231,6786,0
1231,3305,0
1231,2483,0
1231,13338,0
1231,5212,0
12310,12325,0
12310,12324,0
12310,2442,0
12310,1210,0
12310,737,0
12310,8489,0
12310,2614,0
12310,3879,0
12310,6312,0
12310,15073,0
12318,11732,1
12319,12322,0
12319,11819,0
12319,6246,0
12319,12293,0
12319,6411,0
12319,13927,0
12319,12778,0
12319,12320,0
12319,12110,0
12319,11959,0
1232,2117,4
1232,1096,3
1232,108,1
1232,90,1
1232,324,1
1232,8001,0
1232,16023,0
1232,5663,0
1232,5247,0
1232,9268,0
12320,12778,0
12320,12110,0
12320,11959,0
12320,11228,0
12320,14904,0
12320,11483,0
12320,11811,0
12320,15165,0
12320,12112,0
12320,12322,0
12322,11819,0
12322,12319,0
12322,6246,0
12322,12293,0
12322,6411,0
12322,13927,0
12322,12778,0
12322,12320,0
12322,12110,0
12322,11959,0
12324,12325,0
12324,2828,0
12324,12310,0
12324,10174,0
12324,5938,0
12324,2442,0
12324,14718,0
12324,2421,0
12324,299,0
12324,1210,0
12325,12324,0
12325,12310,0
12325,2442,0
12325,1210,0
12325,737,0
12325,4674,0
12325,4609,0
12325,3879,0
12325,4416,0
12325,1839,0
12328,11666,0
12328,11665,0
12328,4660,0
12328,6194,0
12328,7151,0
12328,7594,0
12328,9003,0
12328,7559,0
12328,5388,0
12328,13521,0
12329,11509,0
12329,11527,0
12329,12109,0
12329,12115,0
12329,12157,0
12329,12331,0
12329,12958,0
12329,13008,0
12329,13010,0
12329,13061,0
1233,539,1
1233,1200,1
