Anime,Recommendation,Agree Votes
16750,10751,0
16750,16781,0
16750,16939,0
16751,16752,0
16751,16837,0
16751,11927,0
16751,16913,0
16751,12368,0
16751,9973,0
16751,10751,0
16751,16750,0
16751,16781,0
16751,16939,0
16752,16751,0
16752,16837,0
16752,11927,0
16752,16913,0
16752,12368,0
16752,9973,0
16752,10751,0
16752,16750,0
16752,16781,0
16752,16939,0
16753,10715,0
16753,14877,0
16753,14817,0
16753,16708,0
16753,16709,0
16753,16707,0
16753,14878,0
16753,16273,0
16753,16269,0
16753,14296,0
16754,16762,0
16754,11297,0
16754,10287,0
16754,577,0
16754,5362,0
16754,5363,0
16754,4214,0
16754,6465,0
16754,7294,0
16754,7825,0
16755,16818,0
16755,16817,0
16755,16816,0
16755,16847,0
16755,16938,0
16755,16742,0
16755,17000,0
16755,17008,0
16755,17006,0
16755,17007,0
16756,16818,0
16756,16817,0
16756,16816,0
16756,16847,0
16756,16938,0
16756,16742,0
16756,17000,0
16756,17008,0
16756,17006,0
16756,17007,0
16757,12705,0
16757,15340,0
16757,9932,0
16757,2199,0
16757,14679,0
16757,16824,0
16757,16746,0
16757,6010,0
16757,17057,0
16757,1370,0
16758,17136,0
16758,17142,0
16758,17144,0
16758,17175,0
16758,17180,0
16758,17048,0
16758,17125,0
16758,17151,0
16758,8674,0
16758,12768,0
16759,16666,0
16759,10311,0
16759,13812,0
16759,15865,0
16759,16911,0
16759,16910,0
16759,14244,0
16759,17014,0
16759,6897,0
16759,13262,0
1676,1929,2
1676,12614,0
1676,12613,0
1676,3612,0
1676,1781,0
1676,14769,0
1676,10519,0
1676,2581,0
1676,1752,0
1676,2242,0
16760,17097,0
16760,16649,0
16760,15238,0
16760,14824,0
16760,15228,0
16760,16183,0
16760,16911,0
16760,16910,0
16760,14244,0
16760,17014,0
16761,9457,0
16761,16210,0
16761,9456,0
16761,16918,0
16761,16937,0
16761,17003,0
16761,17002,0
16761,17049,0
16761,17013,0
16761,17182,0
16762,16754,0
16762,11297,0
16762,10287,0
16762,577,0
16762,5362,0
16762,5363,0
16762,4214,0
16762,6465,0
16762,7294,0
16762,7825,0
16763,16748,0
16763,16827,0
16763,8728,0
16763,16413,0
16763,16824,0
16763,16746,0
16763,5799,0
16763,13619,0
16763,16876,0
16763,9547,0
16764,16748,0
16764,16827,0
16764,8728,0
16764,16413,0
16764,16824,0
16764,16746,0
16764,13619,0
16764,16876,0
16764,5799,0
16764,9547,0
16765,10201,0
16765,16020,0
16765,16812,0
16765,16999,0
16765,15104,0
16765,15332,0
16765,16216,0
16765,15803,0
16765,16878,0
16765,16909,0
16766,14826,0
16766,11604,0
16766,16146,0
16766,14707,0
16766,17098,0
16766,3917,0
16766,10765,0
16766,16145,0
16766,16504,0
16766,16966,0
16767,10707,0
16767,5696,0
16767,11026,0
16767,12522,0
16767,12383,0
16767,16307,0
16767,10680,0
16767,16196,0
16767,12380,0
16767,12381,0
16768,10707,0
16768,5696,0
16768,11026,0
16768,12522,0
16768,12383,0
16768,16307,0
16768,10680,0
16768,16196,0
16768,12380,0
16768,12381,0
16769,11986,0
16769,12067,0
16769,12772,0
16769,12775,0
16769,15731,0
16769,6944,0
16769,10836,0
16769,15743,0
16769,15363,0
16769,10466,0
1677,1200,3
1677,128,2
1677,1254,2
1677,539,2
1677,1817,2
1677,13,1
1677,98,1
1677,1317,1
1677,572,1
1677,1564,1
1677,104,1
1677,2468,1
1677,693,1
1677,3351,1
1677,2749,1
1677,1200,3
1677,128,2
1677,1254,2
1677,539,2
1677,1817,2
1677,13,1
1677,98,1
1677,1317,1
1677,572,1
1677,1564,1
16770,8009,0
16770,10707,0
16770,5696,0
16770,11026,0
16770,12522,0
16770,12383,0
16770,16307,0
16770,10680,0
16770,16196,0
16770,12380,0
16771,13052,0
16771,9853,0
16771,13537,0
16771,16784,0
16771,11051,0
16771,11046,0
16771,14387,0
16771,11490,0
16771,9327,0
16771,10414,0
16773,10707,0
16773,5696,0
16773,11026,0
16773,12522,0
16773,12383,0
16773,16307,0
16773,10680,0
16773,16196,0
16773,12380,0
16773,16426,0
16774,16786,0
16774,10412,0
16774,10284,0
16774,10413,0
16774,10282,0
16774,9482,0
16774,16802,0
16774,16803,0
16774,9481,0
16774,16699,0
16775,9903,0
16775,9733,0
16775,7565,0
16775,9852,0
16775,3265,0
16775,10939,0
16775,776,0
16775,8364,0
16775,12306,0
16775,2232,0
16776,17156,0
16776,16665,0
16776,4658,0
16776,6704,0
16776,7538,0
16776,5753,0
16776,4970,0
16776,4201,0
16776,8494,0
16776,1847,0
16777,10405,0
16777,10402,0
16777,10403,0
16777,6132,0
16777,15176,0
16777,10406,0
16777,15236,0
16777,10404,0
16777,15237,0
16777,16031,0
16778,11681,0
16778,16789,0
16778,13053,0
16778,11911,0
16778,12389,0
16778,16790,0
16778,14901,0
16778,14114,0
16778,14863,0
16778,14864,0
16779,17187,0
16779,10711,0
16779,11625,0
16779,10217,0
16779,11311,0
16779,11410,0
16779,11480,0
16779,11651,0
16779,14957,0
16779,11622,0
1678,1015,1
1678,1067,1
1678,5144,0
1678,8930,0
1678,1240,0
1678,151,0
1678,2148,0
1678,14968,0
1678,1004,0
1678,6652,0
16780,17169,0
16780,16399,0
16780,17196,0
16780,10745,0
16780,10216,0
16780,10751,0
16780,15707,0
16780,10565,0
16780,13564,0
16780,11283,0
16781,16812,0
16781,11706,0
16781,10341,0
16781,10697,0
16781,6069,0
16781,15473,0
16781,14961,0
16781,4743,0
16781,16752,0
16781,16751,0
16782,10959,0
16782,17120,0
16782,17119,0
16782,6662,0
16782,11911,0
16782,16789,0
16782,11060,0
16782,14770,0
16782,10855,0
16782,8978,0
16783,10225,0
16783,11911,0
16783,15942,0
16783,12824,0
16783,16788,0
16783,16345,0
16783,16795,0
16783,17120,0
16783,17119,0
16783,12424,0
16784,11474,0
16784,11343,0
16784,11278,0
16784,11046,0
16784,11052,0
16784,11048,0
16784,11049,0
16784,11050,0
16784,11486,0
16784,11047,0
16785,11350,0
16785,6415,0
16785,9673,0
16785,303,0
16785,7260,0
16785,1577,0
16785,2993,0
16785,1438,0
16785,3688,0
16785,1524,0
16786,16774,0
16786,10412,0
16786,10284,0
16786,10413,0
16786,10282,0
16786,9482,0
16786,16802,0
16786,16803,0
16786,9481,0
16786,10629,0
16787,11911,0
16787,15453,0
16787,3836,0
16787,13314,0
16787,14901,0
16787,14593,0
16787,17231,0
16787,8152,0
16787,16345,0
16787,16783,0
16788,12824,0
16788,10226,0
16788,10227,0
16788,16698,0
16788,16783,0
16788,10225,0
16788,16793,0
16788,16796,0
16788,16851,0
16788,487,0
16789,16778,0
16789,17120,0
16789,17119,0
16789,13053,0
16789,11911,0
16789,12389,0
16789,16790,0
16789,14901,0
16789,10228,0
16789,10575,0
1679,1658,2
1679,698,2
1679,1670,1
1679,1828,1
1679,194,1
1679,2605,1
1679,1963,1
1679,586,0
1679,2911,0
1679,9560,0
16790,14901,0
16790,16791,0
16790,16802,0
16790,16803,0
16790,14863,0
16790,14864,0
16790,16778,0
16790,16789,0
16790,5300,0
16790,13053,0
16791,16790,0
16791,16802,0
16791,16803,0
16791,11911,0
16791,12039,0
16791,16786,0
16791,14901,0
16791,16345,0
16791,16783,0
16791,16795,0
16792,15460,0
16792,15459,0
16792,15461,0
16792,16642,0
16792,10575,0
16792,11473,0
16792,10291,0
16792,10172,0
16792,10574,0
16792,17050,0
16793,16796,0
16793,16851,0
16793,12824,0
16793,16699,0
16793,16700,0
16793,16788,0
16793,17120,0
16793,17119,0
16793,16703,0
16793,16702,0
16794,11619,0
16794,16795,0
16794,9087,0
16794,16793,0
16794,16796,0
16794,16851,0
16794,16774,0
16794,15327,0
16794,15326,0
16794,8176,0
16795,11911,0
16795,16345,0
16795,16783,0
16795,17120,0
16795,17119,0
16795,11948,0
16795,11916,0
16795,11915,0
16795,16778,0
16795,16782,0
16796,16793,0
16796,16851,0
16796,12824,0
16796,16699,0
16796,16700,0
16796,16788,0
16796,17120,0
16796,17119,0
16796,16703,0
16796,16702,0
16797,12543,0
16797,6117,0
16797,8496,0
16797,14597,0
16797,12541,0
16797,17120,0
16797,17119,0
16797,7547,0
16797,12540,0
16797,11911,0
16798,12543,0
16798,6117,0
16798,8496,0
16798,14597,0
16798,12541,0
16798,7547,0
16798,17120,0
16798,17119,0
16798,12540,0
16798,14658,0
16799,16800,0
16799,10171,0
16799,11845,0
16799,9359,0
16799,9284,0
16799,11844,0
16799,16154,0
16799,16786,0
16799,4715,0
16799,13737,0
168,60,27
168,80,9
168,528,7
168,28,3
168,688,2
168,20,2
168,427,2
168,337,2
168,1700,2
168,1298,2
168,6598,2
168,6,1
168,53,1
168,120,1
168,201,1
168,644,1
168,707,1
168,109,1
168,73,1
168,547,1
168,492,1
168,1193,1
168,237,1
168,255,1
168,2638,1
168,1125,1
168,3287,1
168,3278,1
168,11539,1
168,640,1
168,6598,2
168,6,1
168,53,1
168,120,1
168,201,1
168,644,1
168,707,1
168,109,1
168,73,1
168,547,1
1680,80,1
1680,7890,0
1680,10276,0
1680,13805,0
1680,16652,0
1680,6679,0
1680,6559,0
1680,13599,0
1680,3390,0
1680,7662,0
16800,16799,0
16800,10171,0
16800,11845,0
16800,9359,0
16800,9284,0
16800,11844,0
16800,16154,0
16800,3840,0
16800,16152,0
16800,16153,0
16801,13053,0
16801,14901,0
16801,10610,0
16801,11655,0
16801,10938,0
16801,14593,0
16801,17231,0
16801,8152,0
16801,10920,0
16801,11996,0
16802,16786,0
16802,16774,0
16802,10412,0
16802,10284,0
16802,10413,0
16802,10282,0
16802,9482,0
16802,9481,0
16802,10629,0
16802,10633,0
16803,16786,0
16803,16774,0
16803,10412,0
16803,10284,0
16803,10413,0
16803,10282,0
16803,9482,0
16803,9481,0
16803,10629,0
16803,10633,0
16805,6780,0
16805,12149,0
16805,5250,0
16805,4130,0
16805,4131,0
16805,11808,0
16805,12148,0
16805,10933,0
16805,13817,0
16805,12145,0
16806,6780,0
16806,12149,0
16806,5250,0
16806,4130,0
16806,4131,0
16806,11808,0
16806,12148,0
16806,10933,0
16806,13817,0
16806,12145,0
16807,6780,0
16807,12149,0
16807,5250,0
16807,4130,0
16807,4131,0
16807,11808,0
16807,12148,0
16807,10933,0
16807,13817,0
16807,12145,0
1681,65,1
1681,705,1
1681,750,1
1681,262,1
1681,634,1
1681,5316,0
1681,781,0
1681,285,0
1681,9638,0
1681,2215,0
16811,16531,0
16811,16453,0
16811,6458,0
16811,16162,0
16811,8108,0
16811,7431,0
16811,9998,0
16811,7408,0
16811,14214,0
16811,17117,0
16812,10341,0
16812,16781,0
16812,9032,0
16812,13196,0
16812,10857,0
16812,15840,0
16812,16976,0
16812,15858,0
16812,15857,0
16812,15175,0
16813,10295,0
16813,11473,0
16813,9912,0
16813,16616,0
16813,10296,0
16813,10169,0
16813,11220,0
16813,11363,0
16813,11758,0
16813,17050,0
16814,9674,0
16814,8985,0
16814,16268,0
16814,16743,0
16814,11396,0
16814,13867,0
16814,14547,0
16814,12795,0
16814,15334,0
16814,16747,0
16815,9674,0
16815,8985,0
16815,16268,0
16815,16743,0
16815,11396,0
16815,13867,0
16815,14547,0
16815,12795,0
16815,15334,0
16815,16747,0
16816,16755,0
16816,16847,0
16816,16938,0
16816,16742,0
16816,17000,0
16816,17008,0
16816,17007,0
16816,17009,0
16816,17006,0
16816,17005,0
16817,16755,0
16817,16847,0
16817,16938,0
16817,16742,0
16817,17000,0
16817,17008,0
16817,17007,0
16817,17009,0
16817,17006,0
16817,17005,0
16818,16755,0
16818,16847,0
16818,16938,0
16818,16742,0
16818,17000,0
16818,17008,0
16818,17006,0
16818,17007,0
16818,17005,0
16818,17009,0
16819,16755,0
16819,16847,0
16819,16938,0
16819,16742,0
16819,17000,0
16819,17008,0
16819,17007,0
16819,17009,0
16819,17006,0
16819,17005,0
1682,1930,0
1682,8034,0
1682,7546,0
1682,8239,0
1682,12738,0
1682,1654,0
1682,913,0
1682,6118,0
1682,3831,0
1682,2262,0
16820,15969,0
16820,10286,0
16820,16062,0
16820,12705,0
16820,10604,0
16820,10205,0
16820,10605,0
16820,10599,0
16820,10590,0
16820,10589,0
16821,15969,0
16821,10286,0
16821,15789,0
16821,15342,0
16821,17084,0
16821,16062,0
16821,12705,0
16821,10604,0
16821,10205,0
16821,10605,0
16822,4677,0
16822,6935,0
16822,3545,0
16822,2852,0
16822,2859,0
16822,16448,0
16822,6939,0
16822,10653,0
16822,8814,0
16822,7917,0
16824,16746,0
16824,16748,0
16824,16827,0
16824,14898,0
16824,16763,0
16824,16764,0
16824,16413,0
16824,14679,0
16824,9547,0
16824,16757,0
16825,16362,0
16825,16589,0
16825,16000,0
16825,16834,0
16825,16745,0
16825,10004,0
16825,10343,0
16825,15983,0
16825,9778,0
16825,12238,0
16827,16748,0
16827,16763,0
16827,16764,0
16827,16413,0
16827,16824,0
16827,16746,0
16827,9547,0
16827,14898,0
16827,10150,0
16827,8453,0
16828,14549,0
16828,11724,0
16828,15761,0
16828,9694,0
16828,14743,0
16828,1538,0
16828,10614,0
16828,10615,0
16828,6659,0
16828,12354,0
16829,14549,0
16829,11724,0
16829,15761,0
16829,9694,0
16829,14743,0
16829,1538,0
16829,10614,0
16829,10615,0
16829,6659,0
16829,11453,0
1683,172,2
1683,2145,1
1683,2357,1
1683,4576,1
1683,2504,0
1683,2660,0
1683,9920,0
1683,8436,0
1683,4747,0
1683,4353,0
16830,16905,0
16830,16906,0
16830,15604,0
16830,16463,0
16830,16525,0
16830,10362,0
16830,11534,0
16830,11326,0
16830,12362,0
16830,8702,0
16831,16905,0
16831,16906,0
16831,15604,0
16831,16463,0
16831,16525,0
16831,10362,0
16831,11534,0
16831,11326,0
16831,12362,0
16831,8702,0
16833,9073,0
16833,16993,0
16833,16973,0
16833,12387,0
16833,10389,0
16833,13875,0
16833,16599,0
16833,11453,0
16833,11450,0
16833,11452,0
16834,16362,0
16834,13661,0
16834,9697,0
16834,17064,0
16834,12432,0
16834,16044,0
16834,15696,0
16834,14924,0
16834,9080,0
16834,15534,0
16835,13661,0
16835,9697,0
16835,15983,0
16835,8954,0
16835,14835,0
16835,13765,0
16835,8197,0
16835,16106,0
16835,16107,0
16835,16105,0
16836,16919,0
16836,9389,0
16836,8563,0
16836,13069,0
16836,9177,0
16836,5618,0
16836,13363,0
16836,16752,0
16836,16751,0
16836,16837,0
16837,16752,0
16837,16751,0
16837,11927,0
16837,16913,0
16837,12368,0
16837,9973,0
16837,10751,0
16837,16750,0
16837,16781,0
16837,16939,0
16838,10989,0
16838,13049,0
16838,9913,0
16838,12248,0
16838,16877,0
16838,12911,0
16838,12912,0
16838,15604,0
16838,16915,0
16838,16914,0
16839,14985,0
16839,16717,0
16839,16715,0
16839,16716,0
16839,11544,0
16839,11919,0
16839,11918,0
16839,16213,0
16839,13857,0
16839,7003,0
1684,2363,3
1684,2117,3
1684,1387,3
1684,1663,2
1684,5,2
1684,2123,2
1684,2368,2
1684,5501,2
1684,17,1
1684,644,1
1684,1882,1
1684,936,1
1684,1144,1
1684,543,1
1684,6493,1
1684,2363,3
1684,2117,3
1684,1387,3
1684,1663,2
1684,5,2
1684,2123,2
1684,2368,2
1684,5501,2
1684,17,1
1684,644,1
16840,16236,0
16840,14078,0
16840,13363,0
16840,16505,0
16840,16678,0
16840,16841,0
16840,16842,0
16840,16843,0
16840,16845,0
16840,16907,0
16841,16505,0
16841,16678,0
16841,16842,0
16841,16843,0
16841,16845,0
16841,16907,0
16841,14171,0
16841,17161,0
16841,16236,0
16841,16220,0
16842,16505,0
16842,16678,0
16842,16841,0
16842,16843,0
16842,16845,0
16842,16907,0
16842,14171,0
16842,17161,0
16842,16236,0
16842,16220,0
16843,16505,0
16843,16678,0
16843,16841,0
16843,16842,0
16843,16845,0
16843,16907,0
16843,14171,0
16843,17161,0
16843,16236,0
16843,16220,0
16845,16505,0
16845,16678,0
16845,16841,0
16845,16842,0
16845,16843,0
16845,16907,0
16845,14171,0
16845,17161,0
16845,16236,0
16845,16220,0
16847,16755,0
16847,16818,0
16847,16817,0
16847,16816,0
16847,16938,0
16847,16742,0
16847,17000,0
16847,17008,0
16847,17006,0
16847,17007,0
16848,15486,0
16848,17149,0
16848,17147,0
16848,17171,0
16848,14296,0
16848,11114,0
16848,10148,0
16848,16619,0
16848,16755,0
16848,16817,0
16849,10973,0
16849,4541,0
16849,16616,0
16849,10296,0
16849,10169,0
16849,11363,0
16849,12913,0
16849,16641,0
16849,16640,0
16849,16019,0
1685,57,1
1685,1522,1
1685,224,1
1685,46,1
1685,204,1
1685,2969,1
1685,2754,1
1685,90,1
1685,11606,0
1685,2341,0
16851,16793,0
16851,16796,0
16851,12824,0
16851,16699,0
16851,16700,0
16851,16788,0
16851,17120,0
16851,17119,0
16851,16703,0
16851,16702,0
16852,6910,0
16852,11201,0
16852,7600,0
16852,7366,0
16852,6767,0
16852,15146,0
16852,8007,0
16852,6930,0
16852,4429,0
16852,14733,0
16853,10805,0
16853,8991,0
16853,8785,0
16853,10854,0
16853,13356,0
16853,9705,0
16853,14205,0
16853,9701,0
16853,9714,0
16853,9637,0
16854,10707,0
16854,5696,0
16854,11026,0
16854,12522,0
16854,12383,0
16854,16307,0
16854,10680,0
16854,16196,0
16854,12380,0
16854,12381,0
16855,16205,0
16855,13362,0
16855,13094,0
16855,14469,0
16855,3950,0
16855,17077,0
16855,6391,0
16855,15397,0
16855,16537,0
16855,15558,0
16858,15070,0
16858,15464,0
16858,16425,0
16858,16440,0
16858,16435,0
16858,16447,0
16858,12998,0
16858,14328,0
16858,15470,0
16858,12994,0
16859,7878,0
16859,10707,0
16859,5696,0
16859,11026,0
16859,12522,0
16859,12383,0
16859,16307,0
16859,10680,0
16859,16196,0
16859,12380,0
1686,22,1
1686,780,1
1686,1482,1
1686,1484,1
1686,1485,1
1686,1486,1
1686,1490,1
1686,272,0
1686,1860,0
1686,4732,0
16860,14944,0
16860,15594,0
16860,3652,0
16860,14943,0
16860,14530,0
16860,16462,0
16860,16468,0
16860,14851,0
16860,14712,0
16860,14237,0
16861,9909,0
16861,10491,0
16861,12732,0
16861,14830,0
16861,8839,0
16861,10707,0
16861,5696,0
16861,11026,0
16861,12522,0
16861,12383,0
16862,15414,0
16862,15999,0
16862,11082,0
16862,11543,0
16862,12681,0
16862,12001,0
16862,11695,0
16862,13490,0
16862,14053,0
16862,12184,0
16864,14944,0
16864,15594,0
16864,3652,0
16864,14943,0
16864,14530,0
16864,16462,0
16864,16468,0
16864,14851,0
16864,14712,0
16864,14237,0
16866,16607,0
16866,16966,0
16866,13827,0
16866,14952,0
16866,7289,0
16866,14128,0
16866,5049,0
16866,16278,0
16866,4855,0
16866,4853,0
16867,15070,0
16867,15464,0
16867,16425,0
16867,16440,0
16867,16435,0
16867,16447,0
16867,12998,0
16867,14328,0
16867,15470,0
16867,12994,0
16868,11001,0
16868,16975,0
16868,8926,0
16868,14074,0
16868,16074,0
16868,16234,0
16868,16594,0
16868,14944,0
16868,15594,0
16868,3652,0
16869,10925,0
16869,10692,0
16869,12392,0
16869,16490,0
16869,16538,0
16869,16541,0
16869,16540,0
16869,8778,0
16869,11946,0
16869,16718,0
1687,103,1
1687,1209,0
1687,14769,0
1687,12355,0
1687,3408,0
1687,2651,0
1687,194,0
1687,2242,0
1687,2241,0
1687,2243,0
16870,15070,0
16870,15464,0
16870,16425,0
16870,16440,0
16870,16435,0
16870,16447,0
16870,12998,0
16870,14328,0
16870,15470,0
16870,12994,0
16871,8261,0
16871,16394,0
16871,9227,0
16871,5268,0
16871,6409,0
16871,1397,0
16871,8671,0
16871,9997,0
16871,2730,0
16871,7932,0
16872,6812,0
16872,11800,0
16872,6296,0
16872,12828,0
16872,12814,0
16872,10786,0
16872,11402,0
16872,12209,0
16872,14351,0
16872,4828,0
16873,16875,0
16873,16531,0
16873,16811,0
16873,6713,0
16873,16453,0
16873,12914,0
16873,11953,0
16873,5280,0
16873,9105,0
16873,10973,0
16874,6713,0
16874,12914,0
16874,11953,0
16874,5280,0
16874,9105,0
16874,10973,0
16874,12892,0
16874,9113,0
16874,9111,0
16874,9112,0
16875,16873,0
16875,6713,0
16875,12914,0
16875,11953,0
16875,5280,0
16875,9105,0
16875,10973,0
16875,12892,0
16875,9113,0
16875,9111,0
16876,14296,0
16876,16939,0
16876,13619,0
16876,16763,0
16876,16764,0
16876,13870,0
16876,14796,0
16876,14795,0
16876,15339,0
16876,16666,0
16877,10989,0
16877,13049,0
16877,9913,0
16877,12248,0
16877,16838,0
16877,12911,0
16877,12912,0
16877,15604,0
16877,16915,0
16877,16914,0
16878,15104,0
16878,15332,0
16878,16216,0
16878,15803,0
16878,16909,0
16878,16995,0
16878,16994,0
16878,16996,0
16878,15103,0
16878,9073,0
16879,12669,0
16879,12638,0
16879,16912,0
16879,11402,0
16879,13447,0
16879,9992,0
16879,15486,0
16879,16848,0
16879,17149,0
1688,13964,0
1688,11295,0
1688,2225,0
1688,765,0
1688,1878,0
1688,14452,0
1688,1719,0
1688,7803,0
1688,13902,0
1688,11188,0
16880,16881,0
16880,17038,0
16880,12669,0
16880,12638,0
16880,16912,0
16880,11402,0
16880,13447,0
16880,9992,0
16880,15486,0
16881,16880,0
16881,12669,0
16881,12638,0
16881,16912,0
16881,11402,0
16881,13447,0
16881,9992,0
16881,15486,0
16881,16848,0
16882,17135,0
16882,16884,0
16882,16889,0
16882,16886,0
16882,16888,0
16882,16887,0
16882,16891,0
16882,16890,0
16882,16899,0
16882,16895,0
16883,16889,0
16883,16886,0
16883,16888,0
16883,16887,0
16883,16893,0
16883,16895,0
16883,16894,0
16883,16891,0
16883,16890,0
16883,16899,0
16884,16889,0
16884,16886,0
16884,16888,0
16884,16887,0
16884,16893,0
16884,16895,0
16884,16894,0
16884,16891,0
16884,16890,0
16884,16899,0
16885,16889,0
16885,16888,0
16885,16887,0
16885,16883,0
16885,16893,0
16885,16895,0
16885,16894,0
16885,16891,0
16885,16890,0
16885,16899,0
16886,16883,0
16886,16884,0
16886,16889,0
16886,16888,0
16886,16893,0
16886,16894,0
16886,16891,0
16886,16890,0
16886,16899,0
16886,16895,0
16887,16889,0
16887,16883,0
16887,16884,0
16887,16893,0
16887,16895,0
16887,16894,0
16887,16891,0
16887,16890,0
16887,16899,0
16887,16896,0
16888,16886,0
16888,16883,0
16888,16884,0
16888,16893,0
16888,16895,0
16888,16894,0
16888,16891,0
16888,16890,0
16888,16899,0
16888,16896,0
16889,16883,0
16889,16884,0
16889,16886,0
16889,16887,0
16889,16893,0
16889,16894,0
16889,16891,0
16889,16899,0
16889,16895,0
16889,16896,0
1689,664,2
1689,1053,1
1689,1509,1
1689,1935,1
1689,585,1
1689,7645,0
1689,9228,0
1689,168,0
1689,1252,0
1689,3055,0
16890,16886,0
16890,16888,0
16890,16887,0
16890,16883,0
16890,16884,0
16890,16893,0
16890,16895,0
16890,16894,0
16890,16899,0
16890,16896,0
16891,16889,0
16891,16886,0
16891,16888,0
16891,16887,0
16891,16883,0
16891,16884,0
16891,16893,0
16891,16895,0
16891,16894,0
16891,16899,0
16892,16883,0
16892,16884,0
16892,16889,0
16892,16886,0
16892,16888,0
16892,16887,0
16892,16893,0
16892,16894,0
16892,16890,0
16892,16899,0
16893,16889,0
16893,16886,0
16893,16888,0
16893,16887,0
16893,16883,0
16893,16884,0
16893,16895,0
16893,16891,0
16893,16890,0
16893,16899,0
16894,16883,0
16894,16884,0
16894,16889,0
16894,16886,0
16894,16888,0
16894,16887,0
16894,16891,0
16894,16890,0
16894,16899,0
16894,16896,0
16895,16883,0
16895,16884,0
16895,16889,0
16895,16886,0
16895,16888,0
16895,16887,0
16895,16893,0
16895,16891,0
16895,16890,0
16895,16899,0
16896,16883,0
16896,16884,0
16896,16889,0
16896,16886,0
16896,16888,0
16896,16887,0
16896,16893,0
16896,16894,0
16896,16891,0
16896,16890,0
16897,16889,0
16897,16886,0
16897,16888,0
16897,16887,0
16897,16883,0
16897,16884,0
16897,16893,0
16897,16895,0
16897,16894,0
16897,16891,0
16898,16883,0
16898,16884,0
16898,16889,0
16898,16886,0
16898,16888,0
16898,16887,0
16898,16893,0
16898,16894,0
16898,16891,0
16898,16890,0
16899,16883,0
16899,16884,0
16899,16889,0
16899,16886,0
16899,16888,0
16899,16887,0
16899,16893,0
16899,16894,0
16899,16891,0
16899,16890,0
169,428,6
169,45,3
169,160,1
169,170,1
169,130,1
169,57,1
169,1394,1
169,842,1
169,1530,1
169,122,1
169,2336,1
169,428,6
169,45,3
169,160,1
169,170,1
169,130,1
169,57,1
169,1394,1
169,842,1
169,1530,1
169,122,1
1690,303,1
1690,2677,0
1690,15095,0
1690,9960,0
1690,12917,0
1690,7717,0
1690,9959,0
1690,14823,0
1690,6113,0
1690,16930,0
16901,14120,0
16901,11875,0
16901,11006,0
16901,5893,0
16901,12534,0
16901,10572,0
16901,15720,0
16901,9487,0
16901,12196,0
16901,10916,0
16902,2589,0
16902,1764,0
16902,2375,0
16902,1963,0
16902,9560,0
16902,2605,0
16902,1309,0
16902,3083,0
16902,2091,0
16902,2195,0
16903,3595,0
16903,11181,0
16903,16081,0
16903,16906,0
16903,16905,0
16903,16283,0
16903,14606,0
16903,16598,0
16903,16074,0
16903,14952,0
16904,17223,0
16904,14075,0
16904,16713,0
16904,16908,0
16904,17047,0
16904,17046,0
16904,17079,0
16904,17083,0
16904,16758,0
16904,17132,0
16905,16082,0
16905,16903,0
16905,16081,0
16905,16831,0
16905,16906,0
16905,16830,0
16905,16074,0
16905,16076,0
16905,16075,0
16905,15090,0
16906,17053,0
16906,17054,0
16906,16903,0
16906,12229,0
16906,11558,0
16906,16081,0
16906,16905,0
16906,4787,0
16906,10798,0
16906,9475,0
16907,16505,0
16907,16678,0
16907,16841,0
16907,16842,0
16907,16843,0
16907,16845,0
16907,14171,0
16907,17161,0
16907,16236,0
16907,16220,0
16908,10006,0
16908,8171,0
16908,11316,0
16908,4309,0
16908,11945,0
16908,10762,0
16908,10816,0
16908,17083,0
16908,16080,0
16908,12163,0
16909,15104,0
16909,15332,0
16909,16216,0
16909,15803,0
16909,16878,0
16909,16995,0
16909,16994,0
16909,16996,0
16909,15103,0
16909,9073,0
1691,69,1
1691,2595,0
1691,706,0
1691,9557,0
1691,4604,0
1691,4407,0
1691,3519,0
1691,2589,0
1691,1764,0
1691,2598,0
16910,14244,0
16910,17014,0
16910,15966,0
16910,15488,0
16910,16355,0
16910,15489,0
16910,15487,0
16910,17097,0
16910,16759,0
16910,13082,0
16911,14244,0
16911,17014,0
16911,15966,0
16911,15488,0
16911,16355,0
16911,15489,0
16911,15487,0
16911,17097,0
16911,16759,0
16911,13082,0
16912,10200,0
16912,17060,0
16912,15161,0
16912,13720,0
16912,10271,0
16912,8587,0
16912,16577,0
16912,16578,0
16912,16651,0
16912,16579,0
16913,16752,0
16913,16751,0
16913,16837,0
16913,11927,0
16913,12368,0
16913,9973,0
16913,10751,0
16913,16750,0
16913,16781,0
16913,16939,0
16914,17042,0
16914,17041,0
16914,17040,0
16914,17043,0
16914,16619,0
16914,15928,0
16914,10989,0
16914,13049,0
16914,9913,0
16914,12248,0
16915,17042,0
16915,17041,0
16915,17040,0
16915,17043,0
16915,16619,0
16915,15928,0
16915,10989,0
16915,13049,0
16915,9913,0
16915,12248,0
16916,13082,0
16916,17015,0
16916,17016,0
16916,16911,0
16916,16910,0
16916,14244,0
16916,17014,0
16916,15966,0
16916,15488,0
16916,16355,0
16917,11370,0
16917,11369,0
16917,11368,0
16917,16737,0
16917,16738,0
16917,16739,0
16917,16882,0
16917,14291,0
16917,17135,0
16917,17126,0
16918,9457,0
16918,16210,0
16918,9456,0
16918,16761,0
16918,16937,0
16918,17003,0
16918,17002,0
